"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
100,100,100,-100,-100,-100,"No","51","Master's degree","Female",NA,"No","White",NA,"Slightly Conservative",NA,3,"67bd87c8556802cedfa44e4b","40","39","44","-32","34","2",119,"Pro","label","pro",19.83,100,80.17,1,1,-80.17,1,80.17,0,"Pro_Real"
76,61,44,2,26,37,"Yes","43","Professional degree (JD, MD)","Female",NA,"No","White",NA,"Conservative",NA,1,"684075fa06c7ea5604d74efd","76","61","44","2","26","13",140,"Pro","none","anti",23.33,19.33,-4,1,-1,4,-1,4,1,"Anti_Fake_none"
88,95,100,-57,-58,-34,"No","64","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Extremely Conservative",NA,3,"66717200063fc2eb3987270a","88","90","100","-48","-36","-34",396,"Pro","none","pro",66,72,6,1,1,-6,1,6,0,"Pro_Real"
75,100,50,-35,-27,-46,"Yes","21","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"67ddf95377e7a1ffc5f078c0","75","100","50","-35","-27","-46",333,"Pro","none","anti",55.5,55.5,0,1,0,0,-1,0,1,"Anti_Fake_none"
-50,-50,-50,40,50,30,"Yes","69","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Conservative",NA,1,"66aead5c07d51a3a12deb9f0","-50","-50","-50","40","50","30",-270,"Anti","none","pro",-45,-45,0,-1,0,0,1,0,1,"Pro_Fake_none"
88,84,49,93,73,77,"No","18","Bachelor's degree in college (4-year)","Other (please specify):","bisexual","No","White",NA,"Liberal",NA,2,"6837785b671eceffb58c476c","85","84","-88","93","73","77",-162,"Anti","label","pro",-27,-3.67,23.33,-1,1,23.33,1,23.33,1,"Pro_Fake_label"
-49,-64,-61,43,73,67,"Yes","20","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6711dd926b91eb0fcf53810c","-49","-64","-61","43","73","67",-357,"Anti","none","pro",-59.5,-59.5,0,-1,0,0,1,0,1,"Pro_Fake_none"
78,71,61,-35,-79,-34,"No","31","Doctoral degree","Female",NA,"No","White",NA,"Slightly Liberal",NA,2,"682fe04dab2bb304ea086159","78","71","61","-35","-79","-34",358,"Pro","none","pro",59.67,59.67,0,1,0,0,1,0,0,"Pro_Real"
16,6,-39,70,62,51,"Yes","35","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6781e2745214f6bcc5c6d6c0","45","26","-28","33","20","47",-57,"Anti","none","anti",-9.5,-33.33,-23.83,-1,-1,-23.83,-1,23.83,0,"Anti_Real"
98,90,50,-40,40,-50,"Yes","59","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,2,"5e7a258b1a7e1c069379711c","100","80","80","-80","-80","-80",500,"Pro","label","anti",83.33,48,-35.33,1,-1,35.33,-1,35.33,1,"Anti_Fake_label"
100,100,100,-100,-100,-100,"No","37","Associate degree in college (2-year)","Male",NA,"No","Asian",NA,"Extremely Liberal",NA,3,"66fb245e0d8b295716def17c","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
47,-32,41,38,25,15,"No","69","Master's degree","Female",NA,"No","Black or African American",NA,"Slightly Liberal",NA,2,"683f6c3dce829d044763dc82","47","-32","41","38","25","15",-22,"Anti","none","pro",-3.67,-3.67,0,-1,0,0,1,0,1,"Pro_Fake_none"
-20,-2,-39,37,42,40,"Yes","24","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,2,"60fd83ff5af11073b7d1ed62","-5","0","-10","13","19","21",-68,"Anti","none","anti",-11.33,-30,-18.67,-1,-1,-18.67,-1,18.67,0,"Anti_Real"
86,80,99,-82,-77,-83,"No","31","Professional degree (JD, MD)","Male",NA,"No","Asian",NA,"Extremely Liberal",NA,2,"664639dd4711fff56d77ada4","63","59","97","-61","-77","-67",424,"Pro","none","pro",70.67,84.5,13.83,1,1,-13.83,1,13.83,0,"Pro_Real"
10,-24,-16,-24,17,19,"Yes","49","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative","No comments",3,"683cbc0c0c2d722831c8bc17","27","24","19","9","-8","7",62,"Pro","none","pro",10.33,-7,-17.33,1,-1,17.33,1,-17.33,0,"Pro_Real"
70,80,60,30,-60,20,"Yes","59","Associate degree in college (2-year)","Male",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"6747715f7dd5676126f55dba","60","75","50","30","-50","20",185,"Pro","label","anti",30.83,36.67,5.84,1,1,-5.84,-1,-5.84,1,"Anti_Fake_label"
100,100,100,-100,-100,-100,"No","47","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"672c2562333d511af60d4ae4","100","100","100","-100","-100","-100",600,"Pro","none","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
11,14,1,18,17,15,"Yes","70","Some college but no degree","Male",NA,"No","White",NA,"Conservative",NA,2,"6765a8a83582f447d630caed","55","26","20","2","2","2",95,"Pro","label","anti",15.83,-4,-19.83,1,-1,19.83,-1,19.83,1,"Anti_Fake_label"
60,50,45,0,0,0,"Yes","68","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Liberal",NA,2,"62b07a6728903d01b9796889","45","50","45","-40","-40","-40",260,"Pro","label","anti",43.33,25.83,-17.5,1,-1,17.5,-1,17.5,1,"Anti_Fake_label"
42,38,-23,19,100,-60,"No","61","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,1,"6840b2b52b4d77b177c0ab6b","100","59","-59","49","100","-60",11,"Pro","label","anti",1.83,-0.33,-2.16,1,-1,2.16,-1,2.16,1,"Anti_Fake_label"
61,21,3,35,0,0,"Yes","73","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"683e2e96d84b42edc6dc0f76","41","-30","3","-7","41","15",-35,"Anti","none","pro",-5.83,8.33,14.16,-1,1,14.16,1,14.16,1,"Pro_Fake_none"
30,60,30,57,50,1,"Yes","69","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road","thank you",2,"66d76d7e0523ccc0cd1a8606","58","59","57","57","45","-22",94,"Pro","none","anti",15.67,2,-13.67,1,-1,13.67,-1,13.67,1,"Anti_Fake_none"
100,100,100,-61,51,-68,"Yes","21","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Conservative",NA,3,"68430b4e88a1504daced2645","80","100","100","-26","49","-68",325,"Pro","label","pro",54.17,63,8.83,1,1,-8.83,1,8.83,0,"Pro_Real"
100,100,-29,23,100,24,"No","33","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Slightly Liberal",NA,3,"683fc214444bef568873b1ab","70","100","20","21","100","22",47,"Pro","none","pro",7.83,4,-3.83,1,-1,3.83,1,-3.83,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","72","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Slightly Conservative",NA,1,"656de95d96d9c1b0bfa2ba83","100","100","100","-100","-60","-58",518,"Pro","none","pro",86.33,100,13.67,1,1,-13.67,1,13.67,0,"Pro_Real"
48,94,-29,100,100,95,"Yes","68","Some college but no degree","Female",NA,"No","White",NA,"Conservative",NA,2,"680d0795df52f8fa592aff9c","65","94","-29","100","100","95",-165,"Anti","none","anti",-27.5,-30.33,-2.83,-1,-1,-2.83,-1,2.83,0,"Anti_Real"
80,76,82,88,-78,-75,"Yes","34","High school graduate (high school diploma or equivalent including GED)","Male",NA,"Yes","Other:","Hispanic","Liberal","The survey was educative, it provided a lot of insights about the use and misuse of AI.",3,"678901eed7cd2458e8442042","73","-30","72","88","-65","-63",155,"Pro","none","pro",25.83,50.5,24.67,1,1,-24.67,1,24.67,0,"Pro_Real"
78,84,59,-58,-82,-67,"Yes","38","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,1,"5de7d7a6603b1b73f3944f8e","78","84","59","-58","-82","-67",428,"Pro","label","pro",71.33,71.33,0,1,0,0,1,0,0,"Pro_Real"
1,-100,-100,100,100,100,"Yes","64","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"67e37c54c4dab0d9650f7bd8","71","1","-3","27","71","-33",4,"Pro","none","anti",0.67,-83.17,-83.84,1,-1,83.84,-1,83.84,1,"Anti_Fake_none"
100,100,100,-100,-100,-100,"No","63","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,1,"67929fedf3f6f88cbbb925ab","100","100","100","-100","-100","-100",600,"Pro","none","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
99,100,100,100,99,99,"No","22","Doctoral degree","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,1,"67c87b2dde3911e00c5ed6fd","37","47","40","45","46","47",-14,"Anti","none","pro",-2.33,0.17,2.5,-1,1,2.5,1,2.5,1,"Pro_Fake_none"
38,6,21,-22,14,-16,"No","59","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","Thank you for a very interesting study.",3,"65ff8f036cb80214304dcec5","38","6","21","-22","14","-16",89,"Pro","label","pro",14.83,14.83,0,1,0,0,1,0,0,"Pro_Real"
80,70,30,45,50,70,"Yes","58","Doctoral degree","Female",NA,"No","White",NA,"Conservative",NA,1,"67f067f743c72104040dc225","80","70","30","20","50","70",40,"Pro","label","anti",6.67,2.5,-4.17,1,-1,4.17,-1,4.17,1,"Anti_Fake_label"
81,87,77,72,52,69,"No","54","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road","was great",2,"6842fe4624ad1a3fce1abafa","61","87","77","72","71","69",13,"Pro","label","pro",2.17,8.67,6.5,1,1,-6.5,1,6.5,0,"Pro_Real"
-36,-45,-49,17,39,43,"Yes","50","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"64560bd205fd539c22bc0b37","0","0","-22","17","0","0",-39,"Anti","none","anti",-6.5,-38.17,-31.67,-1,-1,-31.67,-1,31.67,0,"Anti_Real"
100,100,100,-52,-58,-72,"No","52","Master's degree","Female",NA,"No","White",NA,"Liberal",NA,3,"684085f5984c5ca8e5ac65f7","100","100","100","-52","-58","-72",482,"Pro","label","pro",80.33,80.33,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,-100,-100,-100,"Yes","55","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"681956cc835cc0d092ab1775","99","100","93","0","-1","0",293,"Pro","none","pro",48.83,100,51.17,1,1,-51.17,1,51.17,0,"Pro_Real"
100,100,74,-39,-77,-48,"No","33","Master's degree","Female",NA,"No","White",NA,"Conservative","Thank you for exploring the important topic of AI regulation and its societal impact. Continued research in this area is essential to ensure that innovation aligns with ethical standards and public well-being.








",2,"6833610f9644c791ebdf6fd8","93","85","81","84","32","73",70,"Pro","none","pro",11.67,73,61.33,1,1,-61.33,1,61.33,0,"Pro_Real"
100,100,100,25,35,11,"Yes","41","Some college but no degree","Male",NA,"No","White",NA,"Moderate, Middle of Road","n/a",3,"63e16af2b97728a7e7b17b7a","100","100","100","25","35","11",229,"Pro","label","pro",38.17,38.17,0,1,0,0,1,0,0,"Pro_Real"
100,92,77,-100,68,57,"No","24","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"683aeaa76677735d76b8631e","100","92","51","-47","68","57",165,"Pro","label","pro",27.5,40.67,13.17,1,1,-13.17,1,13.17,0,"Pro_Real"
63,52,40,22,31,24,"No","55","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,2,"67e21f0b7fa92be4dee985aa","63","52","40","22","31","24",78,"Pro","none","pro",13,13,0,1,0,0,1,0,0,"Pro_Real"
82,85,72,0,-42,-23,"No","45","Doctoral degree","Male",NA,"No","Black or African American",NA,"Liberal",NA,3,"6833d24ada432996f045e5ba","70","81","59","-30","-41","31",250,"Pro","label","pro",41.67,50.67,9,1,1,-9,1,9,0,"Pro_Real"
100,83,91,-39,-43,93,"No","26","Doctoral degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"683f8af109fc0a557e96bc67","85","80","100","80","50","80",55,"Pro","label","pro",9.17,43.83,34.66,1,1,-34.66,1,34.66,0,"Pro_Real"
-43,-43,-100,100,100,100,"Yes","55","Master's degree","Male",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,1,"5f9556e826384e3aaa4f0f01","-41","-42","-100","100","100","100",-483,"Anti","none","anti",-80.5,-81,-0.5,-1,-1,-0.5,-1,0.5,0,"Anti_Real"
84,80,65,-40,-51,-30,"No","32","Master's degree","Male",NA,"No","Black or African American",NA,"Liberal",NA,3,"67e0984afb4fc7cc40d14674","100","100","50","2","-56","-100",404,"Pro","label","pro",67.33,58.33,-9,1,-1,9,1,-9,0,"Pro_Real"
99,64,44,2,100,100,"No","33","Doctoral degree","Male",NA,"No","Asian",NA,"Liberal",NA,0,"681db2b3af01e8f063eff306","57","71","-98","60","15","28",-73,"Anti","label","anti",-12.17,0.83,13,-1,1,13,-1,-13,0,"Anti_Real"
30,42,49,-1,34,4,"No","49","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,2,"67d71a019290507d8b21684f","13","26","11","12","-12","19",31,"Pro","none","pro",5.17,14,8.83,1,1,-8.83,1,8.83,0,"Pro_Real"
90,80,-100,75,100,75,"No","43","Master's degree","Female",NA,"No","Other:","Mixed","Liberal",NA,2,"682cf8bbaa4ee221ef4ef64e","90","100","-75","30","100","40",-55,"Anti","label","anti",-9.17,-30,-20.83,-1,-1,-20.83,-1,20.83,0,"Anti_Real"
100,99,0,0,0,0,"No","49","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road","Great study!",3,"5d7fd2a5987f70001602d95b","100","99","0","0","0","0",199,"Pro","label","pro",33.17,33.17,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,-10,-10,0,"No","50","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"672268205351c30413c9837e","100","100","100","0","0","0",300,"Pro","none","pro",50,53.33,3.33,1,1,-3.33,1,3.33,0,"Pro_Real"
87,83,-88,49,100,100,"Yes","24","Master's degree","Female",NA,"No","White",NA,"Liberal","This study was informative.",2,"68470bcfc952e7ee1c8deccd","55","69","-70","-38","94","83",-85,"Anti","label","anti",-14.17,-27.83,-13.66,-1,-1,-13.66,-1,13.66,0,"Anti_Real"
81,75,68,77,64,59,"No","25","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,3,"67a67d69cadaa10c63c83485","67","75","68","77","64","59",10,"Pro","none","anti",1.67,4,2.33,1,1,-2.33,-1,-2.33,1,"Anti_Fake_none"
25,49,25,18,17,3,"Yes","33","Master's degree","Female",NA,"No","Asian",NA,"Liberal",NA,1,"663140c398e19ff9b77d4663","23","49","30","31","23","3",45,"Pro","none","anti",7.5,10.17,2.67,1,1,-2.67,-1,-2.67,1,"Anti_Fake_none"
100,78,30,0,20,-55,"No","30","Master's degree","Male",NA,"No","White",NA,"Liberal","Clear focused survey",2,"6833de58399408b9015fc076","70","50","3","-40","69","-40",134,"Pro","label","anti",22.33,40.5,18.17,1,1,-18.17,-1,-18.17,1,"Anti_Fake_label"
76,50,65,83,75,78,"No","20","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road","none",2,"682c85c3823f0cf7e78fe1e4","76","50","65","83","75","78",-45,"Anti","none","pro",-7.5,-7.5,0,-1,0,0,1,0,1,"Pro_Fake_none"
50,73,59,39,62,52,"Yes","36","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,2,"67a65fd458dd634e4d3fa6a9","26","58","53","27","53","28",29,"Pro","label","anti",4.83,4.83,0,1,0,0,-1,0,1,"Anti_Fake_label"
100,100,100,-70,96,-68,"No","39","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"683c620fb9da9979283dcdec","100","84","100","-70","84","-68",338,"Pro","label","pro",56.33,57,0.670000000000002,1,1,-0.670000000000002,1,0.670000000000002,0,"Pro_Real"
90,95,70,-60,-80,-40,"No","45","Doctoral degree","Male",NA,"No","Black or African American",NA,"Extremely Liberal","Thank you for the opportunity to participate in this research.",3,"67f195156ae8e9e3886a36dc","80","90","70","-50","-70","-31",391,"Pro","none","pro",65.17,72.5,7.33,1,1,-7.33,1,7.33,0,"Pro_Real"
50,25,52,-48,34,-50,"No","30","Doctoral degree","Female",NA,"No","White",NA,"Liberal",NA,3,"6838f67e8e4511248b0ecf28","50","25","52","-48","34","-50",191,"Pro","label","pro",31.83,31.83,0,1,0,0,1,0,0,"Pro_Real"
86,87,75,-51,-35,-43,"No","58","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,3,"67508fdb923229a00abf2aa7","86","87","75","-51","-35","-43",377,"Pro","label","pro",62.83,62.83,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,8,-100,-23,"Yes","57","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Liberal",NA,3,"674d0c9931af0d6d38954d78","100","100","100","8","-100","-23",415,"Pro","none","pro",69.17,69.17,0,1,0,0,1,0,0,"Pro_Real"
94,59,46,-45,-33,-100,"Yes","31","Master's degree","Male",NA,"No","White",NA,"Conservative","None",2,"6849087820c5cb721d340814","44","-68","17","25","83","64",-179,"Anti","none","pro",-29.83,62.83,92.66,-1,1,92.66,1,92.66,1,"Pro_Fake_none"
54,73,26,71,73,35,"Yes","40","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,3,"682b9210269c9bea069e27f3","30","61","41","35","89","50",-42,"Anti","none","pro",-7,-4.33,2.67,-1,1,2.67,1,2.67,1,"Pro_Fake_none"
65,56,52,78,69,70,"Yes","33","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,1,"669aab18b7f156b93c657214","24","37","32","36","47","38",-28,"Anti","none","pro",-4.67,-7.33,-2.66,-1,-1,-2.66,1,-2.66,1,"Pro_Fake_none"
100,100,100,-100,-100,-100,"No","38","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"5b8e9747a862a6000120a050","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
81,85,71,-40,-60,-31,"No","36","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,3,"6754376563f3dd6d70de3cfa","35","34","32","-30","2","5",124,"Pro","label","pro",20.67,61.33,40.66,1,1,-40.66,1,40.66,0,"Pro_Real"
58,53,0,4,5,10,"Yes","59","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Slightly Conservative",NA,3,"683bfc2b95cbc04d989e3cfa","49","38","-36","26","30","30",-35,"Anti","none","pro",-5.83,15.33,21.16,-1,1,21.16,1,21.16,1,"Pro_Fake_none"
10,10,10,30,60,20,"Yes","70","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Conservative","None. Thank you.",2,"654287b7f8958a83a5c611fd","8","8","8","0","60","0",-36,"Anti","none","anti",-6,-13.33,-7.33,-1,-1,-7.33,-1,7.33,0,"Anti_Real"
83,39,71,69,45,42,"No","58","Doctoral degree","Female",NA,"No","Black or African American",NA,"Conservative","N/A",2,"67dc22fd187ed47e3603b12e","77","33","71","69","45","58",9,"Pro","label","pro",1.5,6.17,4.67,1,1,-4.67,1,4.67,0,"Pro_Real"
26,-47,-41,61,49,38,"No","47","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,3,"6838c7ccd54c97a255c88688","26","-47","-41","61","87","38",-248,"Anti","none","anti",-41.33,-35,6.33,-1,1,6.33,-1,-6.33,0,"Anti_Real"
100,100,100,-74,83,-72,"Yes","55","Master's degree","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"681e78fd3bb2ac6c03f19e5a","100","100","100","-74","83","-72",363,"Pro","none","pro",60.5,60.5,0,1,0,0,1,0,0,"Pro_Real"
100,100,95,-50,-75,-75,"Yes","38","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"5b9ec956c8a17f000171f7ad","100","100","95","-50","-75","-75",495,"Pro","none","anti",82.5,82.5,0,1,0,0,-1,0,1,"Anti_Fake_none"
72,58,50,58,63,53,"No","68","Master's degree","Male",NA,"No","White",NA,"Conservative","nice study",3,"67682f6c22691dbfb82ae15d","32","18","13","36","20","54",-47,"Anti","none","pro",-7.83,1,8.83,-1,1,8.83,1,8.83,1,"Pro_Fake_none"
87,98,80,92,-57,-86,"No","62","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative","i am of the opinion there is need for regulation of AI on the part of individuals that use it.",3,"67b60042eed04ca5cedbb70a","87","98","80","92","-57","-86",316,"Pro","label","pro",52.67,52.67,0,1,0,0,1,0,0,"Pro_Real"
100,100,4,-50,22,-27,"Yes","31","Master's degree","Female",NA,"No","White",NA,"Liberal",NA,2,"66463a1d2d49846a773b535c","100","100","4","-50","22","-27",259,"Pro","label","pro",43.17,43.17,0,1,0,0,1,0,0,"Pro_Real"
83,83,77,7,-45,10,"No","24","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Liberal",NA,3,"5edb23ca9d0c9378fcefdd6f","75","75","75","13","-23","10",225,"Pro","label","pro",37.5,45.17,7.67,1,1,-7.67,1,7.67,0,"Pro_Real"
100,100,-100,-40,61,-100,"No","56","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"63b18d94775ad4aad221103c","94","94","53","26","61","44",110,"Pro","label","pro",18.33,29.83,11.5,1,1,-11.5,1,11.5,0,"Pro_Real"
97,100,62,37,79,23,"No","18","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Conservative",NA,2,"682f5c0917679bdf889d3c3c","97","100","100","-76","79","-53",347,"Pro","label","anti",57.83,20,-37.83,1,-1,37.83,-1,37.83,1,"Anti_Fake_label"
100,100,100,-100,-100,-100,"Yes","62","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,2,"6616f3edc5e596af9113da49","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
50,53,47,-57,-57,-59,"No","48","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Slightly Liberal",NA,3,"5f6388bf9ae5ad07ba1a0173","50","53","47","-57","-57","-59",323,"Pro","label","pro",53.83,53.83,0,1,0,0,1,0,0,"Pro_Real"
60,76,37,-9,62,34,"No","19","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,1,"68472850efc4fef5d270fe8e","60","76","26","17","73","50",22,"Pro","label","pro",3.67,14.33,10.66,1,1,-10.66,1,10.66,0,"Pro_Real"
