"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
100,100,100,70,100,20,"0","0","233.772","0",100,100,80,40,100,20,2,1,69,"Associate degree in college (2-year)","No","White",NA,"Liberal",NA,2,"651c1abbc73b6eea8fa97193","Anti_label","1","1",81.6666666666667,73.3333333333333,-8.33333333333334,0.2,"0",8.33333333333334,0
4,65,9,59,45,-70,"292.492","292.492","293.082","1",41,65,50,-5,-1,-70,1,0,26,"Some college but no degree","No","White",NA,"Slightly Conservative","n/a",2,"6665fbef3202800c8227ce10","Anti_none","0","1",18.6666666666667,13.3333333333333,-5.33333333333333,0.2,"0",5.33333333333333,0
56,83,50,19,31,20,"0","0","239.18","0",100,100,100,60,78,80,5,1,28,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,1,"667993a84ed4e23dd74cf82e","Pro_none","0","1",43.1666666666667,86.3333333333333,43.1666666666667,0.1,"1",43.1666666666667,0
75,77,34,-35,-17,-42,"0","0","232.926","0",75,75,34,-51,-17,-53,2,1,56,"Master's degree","No","Asian",NA,"Moderate, Middle of Road",NA,2,"67775a3990c24dfe448b78bd","Anti_none","0","1",15.3333333333333,10.5,-4.83333333333333,0.2,"0",4.83333333333333,1
93,92,92,13,54,56,"237.618","237.618","240.863","1",94,92,92,13,54,56,1,0,56,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"6632944bbc110f7862810d5a","Anti_none","0","1",66.6666666666667,66.8333333333333,0.166666666666657,0.2,"0",-0.166666666666657,0
65,79,80,37,-41,44,"100.8","235.924","251.678","2",100,-100,80,37,54,44,4,0,46,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,3,"60a2a8570a0f9cc00d6b9d1a","Pro_org","0","0",44,35.8333333333333,-8.16666666666666,0.3,"1",-8.16666666666666,0
59,66,62,51,-66,61,"0","0","267.979","0",59,66,62,51,-66,61,3,1,70,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal","none",2,"671ac158ba4eccd5bf11350a","Pro_label","1","1",38.8333333333333,38.8333333333333,0,0.2,"1",0,1
50,20,15,10,5,20,"0","0","300.658","0",55,25,15,0,10,20,1,0,26,"Some college but no degree","No","White",NA,"Extremely Liberal","In the questions about the regulation of AI by the government, all of the questions specifically said ""generative"" AI, which is the AI I mostly have a problem with. In a way, I agree with the person in the video, in terms of regulating different AI differently, but generative AI is generally used exploitatively (stealing art and writing, using peoples' likenesses without permission, used in lieu of a search engine even though they are prone to ""hallucinations"", etc.). I think AI used in research labs to diagnose illness or used to predict things based on trends is ok, and preferable even in a lot of cases. It's the purely generative AI that I have problems with. ",2,"66c3baeba3ab5ff7365235a9","Anti_org","0","0",20,20.8333333333333,0.833333333333332,0.2,"0",-0.833333333333332,0
68,35,53,21,25,24,"0","0","245.403","0",68,35,-16,-48,-60,-65,4,1,42,"Master's degree","No","Black or African American",NA,"Extremely Liberal",NA,2,"678e4699667e2616347e51e1","Anti_label","1","1",37.6666666666667,-14.3333333333333,-52,0.2,"0",52,1
76,48,81,44,-23,34,"797.087","860.269","1074.902","2",-54,-6,-88,-37,-64,-50,3,0,51,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,1,"643ab9c7dbf92589bedc45f6","Anti_org","0","0",43.3333333333333,-49.8333333333333,-93.1666666666667,0.1,"0",93.1666666666667,0
74,0,69,-47,-49,-32,"0","0","236.375","0",0,0,100,-100,-100,-100,4,0,39,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road","Thank you for having me here ",2,"673369aca0c94bb2b01a28fd","Pro_label","1","1",2.5,-33.3333333333333,-35.8333333333333,0.2,"1",-35.8333333333333,0
67,100,52,-14,26,-23,"83.212","225.211","449.337","8",67,100,52,-14,26,-23,1,1,29,"Master's degree","No","White",NA,"Moderate, Middle of Road","I didn't think the video was persuasive. The speaker seemed to say ""regulation is bad. regulation is bad."" Then spent the remaining three minutes saying regulation was needed. It was too broad and not at all a specific or unifying message.",2,"62cf0b803e0325600d376230","Anti_org","0","0",34.6666666666667,34.6666666666667,0,0.2,"0",0,1
36,49,58,-18,-39,-56,"200.31","529.437","544.566","9",36,49,36,-43,-56,-43,4,1,47,"Master's degree","No","White",NA,"Extremely Conservative",NA,2,"67883976ea108f900d128877","Pro_label","1","1",5,-3.5,-8.5,0.2,"1",-8.5,0
100,100,100,100,100,100,"20.651","20.651","294.489","1",81,100,81,84,80,79,3,0,39,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"66c36462da17dc789aafe2c3","Anti_org","0","0",100,84.1666666666667,-15.8333333333333,0.2,"0",15.8333333333333,0
95,89,83,-83,36,37,"0","0","339.448","0",38,45,20,-83,-68,-50,4,0,48,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative","Very educative studies... I will like to do more of these in order to learn more",1,"67828bc34a69a6a01cacb68e","Anti_org","0","0",42.8333333333333,-16.3333333333333,-59.1666666666667,0.1,"0",59.1666666666667,0
100,100,70,-80,-100,-40,"9.857","274.105","276.319","3",65,65,40,-80,-100,-40,4,1,33,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"672cfb8a7481be6b76802732","Anti_none","0","1",8.33333333333333,-8.33333333333333,-16.6666666666667,0.2,"0",16.6666666666667,1
100,100,100,-94,-100,-81,"13.117","13.117","245.508","1",100,100,100,-94,-100,-81,3,1,31,"Master's degree","No","White",NA,"Extremely Conservative",NA,3,"678b92cd1c775d9dbc20f70b","Pro_label","1","1",4.16666666666667,4.16666666666667,0,0.3,"1",0,0
70,100,75,50,-75,-80,"0","0","384.48","0",75,100,75,-11,-40,-80,2,1,20,"Associate degree in college (2-year)","No","White,Asian",NA,"Conservative","Thank You!",3,"678ba17219e334ec7d6cb444","Pro_label","1","1",23.3333333333333,19.8333333333333,-3.5,0.3,"1",-3.5,1
88,91,69,0,41,15,"0","0","298.551","0",88,91,69,0,41,15,4,1,34,"Associate degree in college (2-year)","No","White",NA,"Slightly Liberal",NA,2,"6120d602c1976a4114dcb110","Pro_label","1","1",50.6666666666667,50.6666666666667,0,0.2,"1",0,0
47,21,10,-40,-45,21,"0","0","252.43","0",47,50,21,32,-30,50,4,1,47,"Master's degree","No","Black or African American",NA,"Liberal",NA,3,"6722965814ca70cd45ead413","Pro_none","0","1",2.33333333333333,28.3333333333333,26,0.3,"1",26,0
100,100,50,50,-100,-30,"261.678","261.678","284.285","1",30,50,-50,50,-100,-100,2,1,27,"Doctoral degree","No","Black or African American",NA,"Conservative",NA,1,"676fc2d0406358d0f37a6aa4","Anti_label","1","1",28.3333333333333,-20,-48.3333333333333,0.1,"0",48.3333333333333,0
85,-66,62,50,36,41,"11.698","442.118","443.737","7",100,100,99,100,100,100,4,0,33,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,3,"66f646e81aa94d5af3606bf3","Pro_org","0","0",34.6666666666667,99.8333333333333,65.1666666666667,0.3,"1",65.1666666666667,0
77,70,75,48,43,40,"0","0","261.317","0",77,70,75,55,43,40,3,1,59,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,3,"5d44afdcad6d110019b0a960","Pro_label","1","1",58.8333333333333,60,1.16666666666666,0.3,"1",1.16666666666666,0
88,100,87,84,86,81,"0","0","249.357","0",100,100,100,84,86,87,4,0,74,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,3,"672d8b4bc4ac938272d2c3df","Pro_none","0","1",87.6666666666667,92.8333333333333,5.16666666666666,0.3,"1",5.16666666666666,0
93,76,68,26,-24,20,"0","0","252.977","0",93,76,68,26,-24,20,5,1,27,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"6785b7dd6705050739feb0ad","Pro_label","1","1",43.1666666666667,43.1666666666667,0,0.3,"1",0,1
39,-83,62,-15,-21,-31,"0","0","259.812","0",89,78,74,-23,-7,-16,3,1,20,"High school graduate (high school diploma or equivalent including GED)","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"5e2cd786dc63ca2ff798a0ca","Pro_org","0","0",-8.16666666666667,32.5,40.6666666666667,0.2,"1",40.6666666666667,0
-23,40,-18,-23,-48,-37,"0","0","233.309","0",-23,40,-18,-23,-48,-37,1,1,48,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,2,"676f37ed7c44110e5278cc97","Anti_label","1","1",-18.1666666666667,-18.1666666666667,0,0.2,"0",0,1
34,57,37,-12,15,-14,"12.502","244.757","249.882","2",62,60,37,-12,15,-14,3,0,34,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,3,"63128ac22b053ba47e97feb2","Pro_org","0","0",19.5,24.6666666666667,5.16666666666667,0.3,"1",5.16666666666667,1
38,49,27,-27,-41,-48,"113.251","215.092","231.938","10",38,68,50,-49,-41,-63,4,0,35,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,1,"678bc255e3ab4fa50795f58f","Anti_label","1","1",-0.333333333333333,0.5,0.833333333333333,0.1,"0",-0.833333333333333,1
67,68,67,50,55,52,"0","0","254.601","0",100,100,67,50,55,52,2,0,41,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Slightly Liberal","I never thought about how AI could be used for ""bad"" until I watched SNL last weekend. You have to regulate it because it can be harmful to children. ",3,"65c2f8324deb695c90692313","Pro_none","0","1",59.8333333333333,70.6666666666667,10.8333333333333,0.3,"1",10.8333333333333,0
42,46,32,33,-15,30,"0","0","235.375","0",70,69,27,33,-15,30,4,0,26,"Bachelor's degree in college (4-year)","No","Asian",NA,"Extremely Conservative",NA,2,"6758a1829b32635824267a2f","Pro_org","0","0",28,35.6666666666667,7.66666666666666,0.2,"1",7.66666666666666,0
45,35,42,-52,-50,-52,"4.955","6.076","389.676","2",45,35,42,-52,-50,-52,4,0,49,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Conservative",NA,2,"662954f2cb1bde784c9a4ad4","Anti_org","0","0",-5.33333333333333,-5.33333333333333,0,0.2,"0",0,1
52,90,54,47,39,12,"0","0","278.283","0",-21,19,-8,-9,-16,23,3,0,21,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative",NA,1,"6759ca9e9dfef93b3a3048d9","Anti_org","0","0",49,-2,-51,0.1,"0",51,1
3,25,16,-38,10,-15,"338.993","338.993","409.539","1",15,24,20,-39,6,-20,4,1,40,"Master's degree","No","Other:","mixed","Moderate, Middle of Road",NA,1,"67700575370771fd90023266","Pro_label","1","1",0.166666666666667,1,0.833333333333333,0.1,"1",0.833333333333333,1
17,15,-19,-50,-48,-45,"0","0","257.782","0",12,13,-21,-50,-48,-45,1,1,23,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,2,"5ed0158a48b82b0c97f40133","Pro_org","0","0",-21.6666666666667,-23.1666666666667,-1.5,0.2,"1",-1.5,1
100,100,100,-100,100,100,"0","0","235.292","0",100,100,100,-100,100,100,1,1,27,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Liberal",NA,3,"66d1ef3e66354b0eeec5435d","Pro_label","1","1",66.6666666666667,66.6666666666667,0,0.3,"1",0,0
25,-100,-99,-98,-99,-100,"0","0","250.88","0",25,-100,-99,-98,-99,-100,1,1,59,"Some college but no degree","No","White",NA,"Slightly Liberal","Yeah the professo eyes didn't move right he pronounced Microsoft my crew soft there's just a few things that he did that I could tell he wasn't real isn't that I enjoyed it",1,"6715094ce9cb6e432dc19c82","Anti_none","0","1",-78.5,-78.5,0,0.1,"0",0,1
80,100,100,100,100,100,"0","0","253.294","0",100,100,100,100,100,100,1,1,24,"Some college but no degree","No","White,Asian",NA,"Extremely Liberal",NA,2,"63d038b4d8d9332a346dea31","Pro_label","1","1",96.6666666666667,100,3.33333333333333,0.2,"1",3.33333333333333,1
85,85,35,-25,75,-25,"0","0","236.879","0",85,85,35,-25,75,-25,1,1,51,"Master's degree","No","White",NA,"Slightly Liberal",NA,2,"665de20ebdb37482c2678228","Anti_label","1","1",38.3333333333333,38.3333333333333,0,0.2,"0",0,0
27,34,35,-77,-100,-100,"3.9","259.481","260.443","4",100,100,100,100,49,100,5,0,27,"Master's degree","No","Black or African American",NA,"Extremely Conservative",NA,3,"671a8aa310a5f39f300127f3","Pro_none","0","1",-30.1666666666667,91.5,121.666666666667,0.3,"1",121.666666666667,0
-60,50,-70,-100,-50,-100,"0","0","277.386","0",-100,-100,-100,-100,-100,-100,4,1,23,"Some college but no degree","No","White",NA,"Conservative",NA,2,"678b215ddf1f8b676222314e","Anti_org","0","0",-55,-100,-45,0.2,"0",45,1
96,96,100,92,80,82,"7.362","245.965","247.586","2",96,96,100,92,80,82,4,1,56,"Some college but no degree","No","Black or African American",NA,"Liberal",NA,1,"643edc41faeb4233074d9fce","Pro_none","0","1",91,91,0,0.1,"1",0,0
19,13,21,-31,-8,-22,"189.084","582.466","587.96","3",21,20,42,-46,-11,-29,4,1,28,"Master's degree","No","White",NA,"Slightly Conservative","No. Thank You.",0,"5b6645f2f7798c000182baa3","Anti_label","1","1",-1.33333333333333,-0.5,0.833333333333333,0,"0",-0.833333333333333,0
38,-25,-35,-49,-44,-38,"241.251","242.52","243.318","2",38,-25,-35,-49,-44,-38,4,1,41,"Doctoral degree","Yes","White",NA,"Conservative",NA,2,"6743ad4dc1bf31373949d647","Pro_label","1","1",-25.5,-25.5,0,0.2,"1",0,1
-100,-100,-100,-100,-100,-100,"11.606","11.606","260.027","1",-100,-100,-100,-100,-100,-100,1,1,53,"Some college but no degree","No","White",NA,"Liberal",NA,3,"66c245bf7adcdd0e493e530b","Pro_label","1","1",-100,-100,0,0.3,"1",0,1
50,47,46,50,85,51,"1.968","253.026","253.755","2",65,90,60,63,90,60,4,1,41,"Master's degree","No","White",NA,"Liberal",NA,1,"664d6cd56d0673753625f1f0","Pro_org","0","0",54.8333333333333,71.3333333333333,16.5,0.1,"1",16.5,0
45,50,45,-45,-51,-40,"0","0","373.912","0",-30,50,50,-20,-30,-50,4,1,26,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Slightly Conservative",NA,2,"6755945ef637982ac82b4df5","Anti_org","0","0",0.666666666666667,-5,-5.66666666666667,0.2,"0",5.66666666666667,1
100,100,100,100,100,100,"0","0","234.018","0",50,50,50,-25,-25,-25,4,1,18,"Less than high school degree","No","White",NA,"Liberal",NA,2,"664d1b368228bb6de28e1808","Anti_label","1","1",100,12.5,-87.5,0.2,"0",87.5,0
90,90,91,73,81,74,"256.434","256.434","260.834","1",100,100,100,78,81,74,5,0,62,"Master's degree","No","White,Asian",NA,"Slightly Liberal",NA,2,"67858037b6b101f746eb14bc","Pro_org","0","0",83.1666666666667,88.8333333333333,5.66666666666666,0.2,"1",5.66666666666666,0
40,45,3,-30,-53,6,"0","0","234.83","0",40,24,-24,-62,-70,-52,3,1,65,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,2,"600319e3a3b1a337cab57a3e","Anti_none","0","1",1.83333333333333,-24,-25.8333333333333,0.2,"0",25.8333333333333,0
-40,-33,39,39,-49,16,"243.079","243.079","245.061","1",-60,-18,-25,39,18,-15,4,1,34,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,1,"6784d20cc7922cf8d83813c3","Anti_label","1","1",-4.66666666666667,-10.1666666666667,-5.5,0.1,"0",5.5,1
77,77,74,-55,47,-45,"6.396","249.924","251.212","3",76,-45,74,-55,47,-45,2,0,36,"Some college but no degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"66463bfe0d9a3e177f2641ea","Pro_none","0","1",29.1666666666667,8.66666666666667,-20.5,0.3,"1",-20.5,0
-20,-20,-20,-20,-20,-20,"5.364","5.364","251.62","1",-20,-20,-20,-20,-20,-20,2,1,64,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,3,"5de5538f8fde1c4dbc951498","Pro_org","0","0",-20,-20,0,0.3,"1",0,0
-100,42,-100,-100,-100,-100,"4.114","240.487","241.193","4",-100,42,-100,-100,-100,-100,1,1,38,"High school graduate (high school diploma or equivalent including GED)","No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"5cfe3ec7591d170019447590","Pro_label","1","1",-76.3333333333333,-76.3333333333333,0,0.3,"1",0,1
76,68,56,-47,-11,-22,"158.437","158.437","285.367","1",98,99,65,-68,35,-39,1,1,31,"Doctoral degree","Yes","Other:",NA,"Moderate, Middle of Road",NA,1,"674b5c4c418636ab6524f4a6","Anti_label","1","1",20,31.6666666666667,11.6666666666667,0.1,"0",-11.6666666666667,1
44,22,38,-10,26,-11,"0","0","232.809","0",47,27,43,-7,30,-10,2,1,38,"Master's degree","No","White",NA,"Slightly Conservative",NA,1,"6696ad8e9378778134a3262f","Anti_label","1","1",18.1666666666667,21.6666666666667,3.5,0.1,"0",-3.5,1
-15,27,-47,-56,-42,-57,"0","0","287.817","0",-29,-23,-56,33,-42,-68,2,0,36,"Associate degree in college (2-year)","Yes","Native Hawaiian or Pacific Islander",NA,"Liberal",NA,2,"664423f62228d52a75ce239c","Anti_org","0","0",-31.6666666666667,-30.8333333333333,0.833333333333336,0.2,"0",-0.833333333333336,0
-77,-8,-31,-79,-74,-28,"8.756","8.756","234.499","1",-77,-8,-31,-79,-74,-28,1,1,26,"Associate degree in college (2-year)","No","White,Black or African American",NA,"Conservative",NA,1,"6754c9ee4f2311aba27cbcdc","Anti_none","0","1",-49.5,-49.5,0,0.1,"0",0,0
21,31,9,-18,-26,-21,"99.688","239.94","241.1","4",23,33,15,-20,-26,-21,4,1,30,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road",NA,2,"66d0964b2caeacf2daf5f1b9","Pro_label","1","1",-0.666666666666667,0.666666666666667,1.33333333333333,0.2,"1",1.33333333333333,1
90,80,80,80,30,50,"4.813","292.846","294.774","2",90,80,40,-20,-20,-20,3,0,69,"Associate degree in college (2-year)","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"6175829c31cba7108908d548","Anti_org","0","0",68.3333333333333,25,-43.3333333333333,0.2,"0",43.3333333333333,0
46,0,35,43,0,20,"5.684","277.854","278.739","4",46,0,35,43,0,20,3,1,33,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,0,"64e0f16e68a0c490096bae65","Pro_label","1","1",24,24,0,0,"1",0,0
100,100,100,-2,53,42,"0","0","260.291","0",100,100,100,-2,53,42,3,1,36,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,3,"66744d50fe240752d41fdb9b","Pro_label","1","1",65.5,65.5,0,0.3,"1",0,0
100,100,100,-6,100,-36,"0","0","238.65","0",100,100,100,-6,100,-36,1,1,62,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Liberal",NA,2,"63192b009a902051e89fabf1","Anti_label","1","1",59.6666666666667,59.6666666666667,0,0.2,"0",0,0
39,41,-13,29,-22,27,"0","0","259.583","0",39,41,-48,14,-73,14,4,1,69,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Liberal",NA,1,"57541379f5000a0006b06ab4","Anti_label","1","1",16.8333333333333,-2.16666666666667,-19,0.1,"0",19,0
70,70,0,-20,10,-10,"8.008","256.292","256.735","7",20,50,0,-30,-15,-10,2,1,53,"Some college but no degree","No","White",NA,"Liberal",NA,2,"678989bea77beeb59f622658","Anti_label","1","1",20,2.5,-17.5,0.2,"0",17.5,0
33,94,32,68,36,88,"343.971","343.971","344.267","1",58,94,22,40,-13,28,3,0,32,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road","Thank you for the study.",2,"663fc86d16f7bacf9bb69a20","Pro_none","0","1",58.5,38.1666666666667,-20.3333333333333,0.2,"1",-20.3333333333333,0
95,94,62,86,82,98,"241.643","241.643","242.469","1",95,94,62,86,82,98,2,0,47,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Liberal",NA,2,"5d2be08d51dbc80015b35ea4","Anti_none","0","1",86.1666666666667,86.1666666666667,0,0.2,"0",0,1
66,34,36,-61,-33,-33,"0","0","233.989","0",41,34,45,-55,-51,-47,5,1,50,"Bachelor's degree in college (4-year)","Yes","White",NA,"Conservative","GOOD FOR YOUR GIVE THE BOUNS",1,"66c0c90fbe18d45f7ec16709","Anti_label","1","1",1.5,-5.5,-7,0.1,"0",7,0
90,90,90,81,81,79,"0","0","235.52","0",90,90,90,81,81,79,4,0,51,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,3,"67095387c465675aea460ef4","Pro_label","1","1",85.1666666666667,85.1666666666667,0,0.3,"1",0,1
-25,-50,-100,-100,-100,-100,"13.914","41.13","260.148","4",-25,-50,-100,-100,-100,-100,2,0,43,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,2,"663d4a35c21fab23192cf114","Pro_org","0","0",-79.1666666666667,-79.1666666666667,0,0.2,"1",0,1
